original_index,label
1809255,0
468615,0
76358,0
105450,0
827051,0
1950997,0
296364,0
1002985,0
1284649,0
1211503,0
1927721,0
1048724,0
237659,0
1618165,0
1956040,0
704671,0
1221123,0
1823485,0
360516,0
1821698,0
244641,0
46731,0
1989840,0
1862603,0
1692452,0
1843751,0
1578092,0
1268768,0
639652,0
747609,0
1152852,0
1592118,0
1615529,0
1245402,0
1508727,0
285699,0
1440294,0
894715,0
655193,0
1550450,0
147575,0
315632,0
209378,0
1355644,0
198427,0
1898770,0
1159330,0
1856687,0
530370,0
12253,0
300826,0
333123,0
1177933,0
256333,0
701880,0
677197,0
339789,0
398044,0
447504,0
905731,0
197052,0
1635055,0
469292,0
178479,0
1561699,0
148710,0
537531,0
1184875,0
802117,0
706570,0
1505453,0
1864241,0
1334899,0
1737646,0
1963397,0
162113,0
1577445,0
1716600,0
657738,0
886785,0
1499173,0
1592244,0
766070,0
457271,0
1992038,0
925526,0
1291237,0
976264,0
1113692,0
1831400,0
1377091,0
306830,0
664003,0
1628951,0
1028555,0
873446,0
1077904,0
1992360,0
537389,0
1170985,0
1154761,0
819338,0
1044119,0
1749361,0
222741,0
1205276,0
1859252,0
1377987,0
1782268,0
1187495,0
1661534,0
392061,0
1924155,0
1854710,0
1823765,0
509257,0
421264,0
1752502,0
1307760,0
212831,0
1385617,0
1001058,0
977588,0
331868,0
423589,0
1492707,0
272404,0
1811063,0
384786,0
1289251,0
592761,0
1110237,0
964416,0
1403259,0
1387169,0
1055774,0
313639,0
1418231,0
1344092,0
250671,0
1578155,0
1964187,0
185812,0
1714416,0
1530917,0
1377425,0
1440809,0
330805,0
295269,0
1248978,0
1565784,0
1219834,0
1539447,0
676618,0
22216,0
236683,0
218083,0
1844543,0
729958,0
300713,0
223290,0
1114529,0
87107,0
1464040,0
1223441,0
1132048,0
108486,0
1562924,0
1045943,0
1723462,0
326199,0
484926,0
82426,0
669195,0
80721,0
550752,0
1973241,0
1871354,0
1343462,0
625423,0
449335,0
1788832,0
666147,0
765822,0
1561694,0
326641,0
1891863,0
1004414,0
1995470,0
962783,0
744442,0
1808444,0
1797027,0
351155,0
1487568,0
1358257,0
1499269,0
1624745,0
289387,0
656745,0
1396532,0
1898000,0
413124,0
1196696,0
377899,0
723452,0
567967,0
1570862,0
1180764,0
510148,0
1996113,0
188416,0
1799362,0
42916,0
454772,0
1270644,0
1673629,0
555477,0
1513866,0
468722,0
255422,0
613521,0
389186,0
1953798,0
202763,0
743098,0
1927073,0
294983,0
1801466,0
1942569,0
1397416,0
1572814,0
129974,0
721604,0
1683078,0
527354,0
988943,0
327882,0
626485,0
1113384,0
481089,0
1924154,0
11766,0
1724692,0
1578202,0
1466964,0
1256158,0
766475,0
1187232,0
276630,0
1511044,0
1542061,0
283660,0
1710088,0
1117083,0
202009,0
322680,0
1784755,0
1453921,0
1667232,0
196020,0
1903967,0
749892,0
1629133,0
628866,0
631165,0
293530,0
145838,0
1088373,0
9384,0
401055,0
1759778,0
1985858,0
1083375,0
992937,0
509215,0
1046408,0
94424,0
1895657,0
1087612,0
187324,0
419258,0
482017,0
448567,0
311196,0
854391,0
1939355,0
1541762,0
62828,0
257451,0
61739,0
773870,0
1225356,0
1197803,0
53449,0
1427477,0
220916,0
1611224,0
620079,0
1259832,0
222436,0
1187893,0
1089328,0
352298,0
993862,0
993014,0
1175291,0
848132,0
1511723,0
1595404,0
721274,0
874369,0
87412,0
826123,0
920888,0
684213,0
1242694,0
389330,0
450697,0
1985005,0
1120505,0
439428,0
669012,0
524969,0
96088,0
1101575,0
1873312,0
561126,0
1689078,0
198529,0
1336120,0
1792235,0
1394159,0
1762755,0
1624379,0
603111,0
361384,0
1539014,0
359736,0
894459,0
199608,0
1082395,0
1869286,0
581135,0
1531381,0
342356,0
739663,0
303003,0
804055,0
1329371,0
997244,0
1818523,0
721037,0
564060,0
1552786,0
20419,0
1006076,0
369193,0
1584451,0
1466636,0
270603,0
81674,0
1410903,0
272792,0
533242,0
315447,0
962611,0
1908229,0
747095,0
1970790,0
1441039,0
1371590,0
592867,0
158273,0
1793067,0
734342,0
1837054,0
1351843,0
398664,0
930896,0
1834673,0
880487,0
148405,0
1293444,0
681714,0
880042,0
317760,0
1277567,0
624866,0
1478990,0
1052368,0
1172320,0
1480099,0
1898723,0
1130763,0
808819,0
1243514,0
783919,0
240353,0
388291,0
1759430,0
1141434,0
1599700,0
985570,0
1243826,0
1692980,0
869331,0
521481,0
1056138,0
927660,0
1108655,0
890530,0
9870,0
613213,0
661153,0
881857,0
1628740,0
1042260,0
1886000,0
230417,0
822542,0
145453,0
1198647,0
857832,0
1653734,0
1135685,0
1683981,0
656806,0
75981,0
1555110,0
117627,0
1662424,0
345837,0
1396654,0
542227,0
192588,0
1618828,0
1545745,0
953556,0
1025246,0
1802861,0
1462648,0
939725,0
504061,0
1366776,0
1601475,0
1269076,0
448535,0
969278,0
1476930,0
854357,0
1860115,0
931590,0
1551714,0
44081,0
65876,0
1849645,0
178720,0
566074,0
1172758,0
1115715,0
1110521,0
1986187,0
1573445,0
55883,0
1578754,0
98164,0
258425,0
1525882,0
1274998,0
1153764,0
753638,0
542132,0
1002752,0
264521,0
1582510,0
1492867,0
1168840,0
1405049,0
698155,0
381957,0
1210072,0
73378,0
434761,0
1329012,0
821496,0
833482,0
1520655,0
1363615,0
1343635,0
1397310,0
933809,0
310301,0
437885,0
382097,0
824594,0
525445,0
1851255,0
122049,0
750377,0
973068,0
539034,0
304209,0
1349534,0
10781,0
682333,0
296882,0
1021996,0
1220568,0
1032746,0
947111,0
1957923,0
1690097,0
1661852,0
494816,0
937921,0
155868,0
1526386,0
1012598,0
55437,0
796017,0
121550,0
892513,0
1159542,0
698104,0
832121,0
688876,0
1745644,0
1586857,0
833366,0
1738275,0
206430,0
1837912,0
1590459,0
686000,0
260249,0
1610712,0
1768018,0
1296882,0
1592145,0
130924,0
954895,0
823557,0
1161302,0
1816915,0
70451,0
1138051,0
873396,0
65441,0
1221827,0
1629302,0
1771003,0
1956985,0
947672,0
1650300,0
979221,0
622634,0
582365,0
469825,0
1494417,0
1993840,0
953151,0
1571290,0
1805855,0
614580,0
1982927,0
415692,0
848781,0
1078381,0
1208953,0
1866733,0
367160,0
71683,0
1544672,0
201241,0
1578058,0
1431223,0
514901,0
528776,0
328798,0
1674990,0
84093,0
18849,0
1445596,0
666851,0
1318413,0
864848,0
1230823,0
1281066,0
1727466,0
1411062,0
245271,0
1442374,0
1507377,0
63122,0
1423682,0
743696,0
1465557,0
202583,0
1351166,0
616177,0
680247,0
262009,0
428157,0
1720540,0
1699869,0
1782760,0
1395145,0
1312786,0
1102750,0
8487,0
724351,0
1171352,0
98978,0
1151590,0
637567,0
1248308,0
250033,0
625647,0
337650,0
911917,0
1223548,0
1584913,0
247530,0
718551,0
99210,0
831434,0
1036979,0
1845168,0
1328004,0
966945,0
1622799,0
931548,0
68975,0
1904685,0
1826588,0
854617,0
1349647,0
381760,0
978348,0
1719812,0
1831295,0
1637635,0
1759142,0
1820924,0
110315,0
1711991,0
734590,0
1261913,0
1158334,0
1844156,0
1308307,0
1070963,0
1467898,0
1329824,0
575449,0
1917769,0
25119,0
1226826,0
220526,0
355446,0
1951447,0
764369,0
896446,0
1370116,0
1806074,0
1267197,0
1904360,0
211182,0
167247,0
929484,0
1302186,0
1194785,0
512976,0
645802,0
108851,0
845949,0
1122162,0
130393,0
1162935,0
567916,0
21885,0
1077909,0
1568435,0
296455,0
1952697,0
1980413,0
1426027,0
1885218,0
256165,0
67485,0
115345,0
448298,0
1890624,0
436011,0
1259878,0
289330,0
824742,0
1206437,0
35270,0
128685,0
1010203,0
1383069,0
119755,0
1871076,0
1723232,0
1501989,0
1157420,0
422368,0
469886,0
389415,0
754196,0
716817,0
868254,0
805279,0
1354260,0
1648745,0
1519071,0
1448142,0
1174669,0
266532,0
580640,0
577032,0
1117700,0
117835,0
1732783,0
1785848,0
1539748,0
1375245,0
638390,0
1959067,0
168654,0
47095,0
324660,0
1219613,0
641126,0
1382649,0
789719,0
363659,0
1277802,0
348183,0
391972,0
629999,0
1586995,0
456486,0
1624596,0
984200,0
516006,0
1039185,0
54199,0
969674,0
21242,0
1801933,0
267208,0
1973323,0
1646641,0
1034205,0
1221887,0
1867895,0
1874573,0
1323230,0
1518608,0
976704,0
1365535,0
509853,0
745023,0
512535,0
1649772,0
75395,0
1244496,0
1766677,0
1817234,0
1909384,0
1138252,0
821963,0
243065,0
1676310,0
740402,0
1290755,0
824265,0
872710,0
940979,0
1251750,0
1904866,0
1287536,0
1766362,0
1383197,0
640944,0
626931,0
1915264,0
1957324,0
561424,0
237158,0
1271016,0
335236,0
1057051,0
844961,0
1312311,0
441538,0
1569659,0
1541082,0
1033291,0
1163525,0
322498,0
902250,0
1046862,0
244960,0
608223,0
1075010,0
379966,0
1858744,0
1041799,0
1534945,0
760382,0
1435075,0
1556697,0
1169514,0
1947899,0
60355,0
1094044,0
1368720,0
1730427,0
1403754,0
1926668,0
950256,0
497527,0
1926353,0
1143890,0
468334,0
753076,0
1763535,0
1749389,0
1162640,0
325148,0
884198,0
1088810,0
1844106,0
961935,0
368290,0
1994711,0
1852285,0
1241275,0
695984,0
249223,0
204301,0
494710,0
601785,0
164558,0
977339,0
855564,0
1713263,0
1965307,0
1190345,0
379654,0
1992343,0
1372387,0
1385078,0
203058,0
535554,0
480607,0
1156677,0
1794286,0
1614993,0
891275,0
1124816,0
787843,0
1695548,0
1928954,0
808419,0
887730,0
1579941,0
428499,0
291737,0
182950,0
1726321,0
439122,0
403404,0
776894,0
550508,0
750630,0
63037,0
951695,0
25495,0
1401852,0
725694,0
952289,0
464858,0
1511343,0
308562,0
1613095,0
390695,0
1504821,0
169535,0
382526,0
801552,0
1720687,0
542677,0
1159504,0
166431,0
809578,0
1092305,0
1500835,0
1155932,0
949135,0
1132558,0
193494,0
1792829,0
1680765,0
1228946,0
567922,0
516755,0
853069,0
1039300,0
627725,0
1960590,0
558972,0
738562,0
1113163,0
1733494,0
1439567,0
1722718,0
159459,0
694902,0
966374,0
881385,0
1831291,0
1315688,0
1481430,0
1170265,0
32406,0
114920,0
1580945,0
1135426,0
929166,0
34003,0
850153,0
530457,0
1808296,0
1003870,0
389717,0
1626459,0
1345594,0
21924,0
1520702,0
1064014,0
553040,0
928075,0
1499709,0
651710,0
1468642,0
1963693,0
961544,0
1612609,0
1529945,0
1355248,0
175388,0
199982,0
1023056,0
782785,0
1862316,0
985361,0
885749,0
1704976,0
1037616,0
569130,0
1449976,0
429143,0
1473026,0
1737963,0
1231968,0
557795,0
726802,0
737736,0
138748,0
1342861,0
1561124,0
1036965,0
1095824,0
1084000,0
1540076,0
390636,0
1183244,0
160829,0
1768066,0
599103,0
114078,0
1023499,0
323418,0
969124,0
338435,0
1606144,0
450545,0
954068,0
332350,0
1103597,0
1092410,0
1815223,0
89409,0
415285,0
77710,0
231271,0
1633129,0
78676,0
18032,0
166248,0
1222857,0
122112,0
1163259,0
782822,0
228733,0
1173731,0
1035664,0
1860649,0
576857,0
536485,0
1651870,0
1216592,0
1673214,0
1074293,0
490953,0
913634,0
1900047,0
574439,0
85923,0
383985,0
440289,0
1128397,0
863144,0
1167272,0
295770,0
678672,0
317594,0
1958151,0
326546,0
547850,0
1603608,0
9860,0
654955,0
38652,0
1276212,0
1786369,0
956603,0
1912488,0
1541829,0
332743,0
1978373,0
211063,0
1009286,0
1925867,0
969184,0
1074050,0
1985725,0
1073535,0
620410,0
429825,0
1001034,0
1618155,0
1721413,0
344284,0
212339,0
863368,0
1981734,0
1420279,0
31490,0
819617,0
202138,0
482286,0
553379,0
602849,0
1362856,0
296570,0
1320924,0
1240338,0
140939,0
1467674,0
1853766,0
592994,0
1289888,0
1772345,0
1838438,0
803971,0
1762321,0
1020526,0
1304432,0
1394828,0
657450,0
1805212,0
607760,0
1187343,0
1472814,0
1514207,0
261658,0
27700,0
1635947,0
1131749,0
1136880,0
544404,0
1956396,0
17715,0
1362019,0
1646005,0
1649834,0
1381837,0
365455,0
277630,0
1500657,0
1696862,0
1077607,0
1705854,0
15649,0
181656,0
731457,0
807460,0
1427152,0
646054,0
62736,0
582668,0
410157,0
978243,0
195074,0
1581470,0
112965,0
874885,0
239303,0
967612,0
1582907,0
598684,0
882977,0
798074,0
207822,0
1973044,0
920137,0
324702,0
1329552,0
1348152,0
1940008,0
202916,0
1336764,0
546555,0
944679,0
545988,0
148674,0
400656,0
421303,0
383443,0
822464,0
201351,0
1892204,0
1983532,0
887996,0
616623,0
241271,0
1120879,0
144315,0
313244,0
592796,0
1140779,0
434115,0
1472668,0
1050483,0
1859803,0
97906,0
1641732,0
1776454,0
600125,0
1119640,0
1543455,0
1945613,0
1499330,0
1389981,0
347869,0
785543,0
1345855,0
102072,0
373055,0
620269,0
1198585,0
1867453,0
1822359,0
1760736,0
1300395,0
1595917,0
1462821,0
386748,0
147414,0
1286211,0
1019729,0
964257,0
524374,0
175392,0
1102217,0
1391214,0
389646,0
58165,0
648886,0
556452,0
1967599,0
1216394,0
220699,0
1809478,0
283155,0
980785,0
1089569,0
1201618,0
1314150,0
874814,0
1021022,0
949810,0
757353,0
1667496,0
1546121,0
1956277,0
1734273,0
603768,0
893489,0
1293521,0
1236419,0
1745217,0
980757,0
447527,0
22766,0
1139671,0
1247448,0
404258,0
220170,0
662397,0
1745007,0
1675410,0
70752,0
1431093,0
1699282,0
1869643,0
469757,0
1290190,0
1487864,0
852813,0
114608,0
663083,0
644554,0
402876,0
710163,0
1585158,0
661816,0
1407911,0
500697,0
581983,0
63770,0
465322,0
1751455,0
1943055,0
654443,0
697970,0
73377,0
1396355,0
1108712,0
1172836,0
843681,0
1322348,0
1607283,0
1666599,0
990198,0
1849485,0
1932491,0
1751824,0
245255,0
75985,0
1823977,0
893444,0
840561,0
1830363,0
1089851,0
24638,0
180347,0
1831875,0
1914393,0
1463089,0
1221735,0
8689,0
431448,0
207902,0
1297637,0
1789536,0
226750,0
1530291,0
721899,0
1071523,0
591249,0
1453419,0
205416,0
620063,0
242307,0
156893,0
346917,0
749974,0
223601,0
1036767,0
228314,0
292311,0
1875584,0
1190104,0
417381,0
605879,0
1939662,0
1453728,0
1922059,0
1183447,0
1315032,0
106067,0
68909,0
743313,0
1510060,0
1245082,0
487537,0
847528,0
232882,0
419733,0
1727927,0
876095,0
540514,0
519852,0
664459,0
345474,0
782865,0
1082926,0
768629,0
13692,0
1955700,0
923843,0
1165500,0
1932806,0
1029005,0
1250499,0
98361,0
815014,0
369403,0
18264,0
96378,0
418543,0
144517,0
749492,0
1090499,0
1849998,0
1290750,0
238376,0
502852,0
65538,0
253014,0
945909,0
603626,0
1023533,0
781582,0
477660,0
84361,0
4397,0
1990196,0
93853,0
264408,0
1742007,0
828945,0
478478,0
1164636,0
253967,0
1781943,0
364934,0
560909,0
453819,0
613879,0
912603,0
1069629,0
1028107,0
1806899,0
33133,0
1925285,0
1383608,0
963087,0
1691996,0
13486,0
389664,0
854944,0
893419,0
350277,0
214951,0
440578,0
1866300,0
334135,0
591280,0
1198002,0
1601723,0
1108236,0
1097111,0
574784,0
145696,0
467010,0
409552,0
1601277,0
1092220,0
842428,0
1448504,0
1869159,0
1519246,0
1597944,0
548451,0
66851,0
49370,0
1517831,0
1560003,0
641003,0
1199730,0
1952589,0
1358852,0
1862938,0
1785962,0
649390,0
250190,0
178950,0
395299,0
329452,0
924158,0
720936,0
740400,0
33247,0
1064498,0
1790621,0
691750,0
472571,0
349091,0
1114355,0
444170,0
1034851,0
1030870,0
1980277,0
664995,0
1410794,0
1925809,0
1103961,0
1525326,0
459333,0
1277018,0
1222573,0
1360435,0
518948,0
1809593,0
1904939,0
755861,0
42882,0
1257862,0
114447,0
774495,0
868167,0
1235709,0
1484273,0
1285163,0
233868,0
1890545,0
1447834,0
1848849,0
1273052,0
1976396,0
1109451,0
1669942,0
1825805,0
1519350,0
734785,0
899161,0
182476,0
1747086,0
1312306,0
1038644,0
1545278,0
1536627,0
1649669,0
508077,0
259391,0
1482149,0
1442010,0
425477,0
1691416,0
1093658,0
1203358,0
895624,0
1842302,0
1492572,0
924863,0
1637610,0
1899799,0
864367,0
1656857,0
974220,0
1342953,0
1690195,0
538781,0
1932700,0
11185,0
908676,0
1607012,0
1356803,0
420368,0
659891,0
497219,0
1780974,0
335138,0
147965,0
1254633,0
1670909,0
1863070,0
1430031,0
1957993,0
570186,0
869313,0
282255,0
1322990,0
560636,0
645960,0
1456759,0
513730,0
1978998,0
1603040,0
1996026,0
1099282,0
1022161,0
1295529,0
362614,0
1990876,0
1358554,0
712347,0
829738,0
1723854,0
1567791,0
1913590,0
155319,0
751371,0
217850,0
40683,0
997692,0
902815,0
55586,0
626876,0
927176,0
605791,0
1874836,0
1172787,0
1215648,0
818866,0
1519026,0
237390,0
877112,0
1523741,0
541606,0
135360,0
500833,0
766588,0
821181,0
2452,0
603721,0
140807,0
415009,0
1770550,0
967766,0
37356,0
974761,0
27314,0
240141,0
1639398,0
914690,0
271516,0
95614,0
1794983,0
1808235,0
230006,0
1084387,0
1510254,0
826811,0
1976167,0
451573,0
402003,0
121064,0
1412383,0
1218174,0
41356,0
1078436,0
458511,0
346984,0
755394,0
1351375,0
37217,0
137226,0
238288,0
392294,0
831226,0
49196,0
1958905,0
1164985,0
1978407,0
860405,0
1380748,0
1245552,0
1201133,0
581683,0
1082337,0
460078,0
1001381,0
1014329,0
1873452,0
73182,0
884148,0
1462708,0
997641,0
15367,0
1118805,0
188536,0
402553,0
1687002,0
590386,0
966339,0
1268718,0
818970,0
265483,0
508668,0
343833,0
73757,0
481138,0
1681589,0
1655339,0
752077,0
938591,0
1593676,0
1547296,0
736066,0
221100,0
307043,0
1996412,0
679166,0
952354,0
1969277,0
224235,0
311774,0
1349620,0
1948791,0
1185743,0
448404,0
268372,0
1171542,0
203494,0
737692,0
1164068,0
405369,0
1773032,0
1209619,0
1523227,0
444137,0
1467130,0
1925280,0
1629753,0
1952502,0
1052920,0
1463344,0
1442660,0
82573,0
1451851,0
637887,0
117989,0
818461,0
748681,0
1226296,0
1505478,0
1854019,0
566457,0
621136,0
441910,0
257080,0
465289,0
1567601,0
1464710,0
1762397,0
1328520,0
991077,0
506376,0
1190857,0
710958,0
168520,0
1371727,0
810506,0
1007671,0
1547102,0
991771,0
1167453,0
318768,0
1904053,0
1376769,0
1106946,0
316298,0
1729780,0
1331474,0
1575172,0
1215931,0
1100805,0
1200862,0
1258973,0
1720761,0
1963962,0
701219,0
68349,0
1551162,0
580644,0
261689,0
781267,0
1849132,0
1589280,0
1449602,0
1678996,0
74193,0
1634394,0
89804,0
1196924,0
1153550,0
1882309,0
1781089,0
1342476,0
501971,0
1051867,0
1189155,0
1651570,0
1712385,0
1017892,0
651876,0
1528769,0
1889407,0
41704,0
325166,0
677358,0
212227,0
124843,0
130047,0
143994,0
1051080,0
398968,0
1272004,0
1418310,0
511990,0
1907476,0
1798879,0
1880612,0
1449171,0
1856621,0
954735,0
132718,0
849422,0
1985444,0
1615136,0
236022,0
502147,0
1830486,0
134048,0
653748,0
554743,0
59949,0
1170494,0
319977,0
341724,0
1162181,0
827559,0
1305121,0
1106114,0
296274,0
1796944,0
969280,0
179219,0
1625771,0
654152,0
860308,0
864176,0
1078464,0
1211723,0
1608762,0
859228,0
1048475,0
1653211,0
1167355,0
837938,0
72543,0
993140,0
1892634,0
1843301,0
1587501,0
961057,0
1444994,0
856771,0
1180841,0
82129,0
1518686,0
764495,0
1087822,0
1265044,0
1553692,0
1568250,0
1139891,0
1224854,0
1009848,0
1436487,0
407468,0
1104238,0
647633,0
1053871,0
941782,0
1843406,0
1475531,0
1899437,0
691383,0
92231,0
716515,0
129686,0
963755,0
1333459,0
1433296,0
221004,0
1276162,0
1577796,0
670053,0
1791344,0
1445982,0
814081,0
233134,0
1791498,0
259384,0
453015,0
1355215,0
906696,0
1661812,0
1579365,0
290745,0
1467207,0
521683,0
1712538,0
96149,0
1995039,0
1340316,0
1961274,0
967288,0
679219,0
1583827,0
73816,0
1479084,0
65199,0
1710638,0
1040018,0
393912,0
458557,0
796776,0
1023055,0
651441,0
1627937,0
1536231,0
853013,0
1810782,0
349613,0
905127,0
1284254,0
1614473,0
1437463,0
1247134,0
666859,0
1838623,0
1097216,0
436133,0
432943,0
1085992,0
55980,0
1660294,0
478198,0
1099794,0
1295029,0
1012585,0
1953758,0
1996978,0
1534894,0
1189435,0
668275,0
773514,0
229895,0
1255941,0
807822,0
495484,0
1948639,0
26717,0
1189694,0
1494732,0
27470,0
1089323,0
276834,0
425919,0
1088712,0
76894,0
822563,0
1498290,0
1446894,0
1678061,0
1328209,0
1026469,0
613187,0
1269541,0
1460767,0
745550,0
599148,0
1871131,0
1471848,0
589715,0
1964563,0
1959095,0
136391,0
730216,0
1152814,0
1217012,0
1687081,0
1841744,0
734347,0
935914,0
896327,0
531506,0
408677,0
251053,0
690656,0
691487,0
962676,0
338022,0
1109256,0
678904,0
1740815,0
1678235,0
1644769,0
243231,0
1718047,0
1982504,0
1952008,0
61132,0
774546,0
750082,0
1704616,0
45656,0
1107884,0
577194,0
277503,0
1618604,0
988999,0
600228,0
838507,0
1936963,0
692376,0
834848,0
1875288,0
557235,0
367776,0
143915,0
618621,0
1848235,0
1662203,0
985240,0
1125622,0
1488301,0
701691,0
1248052,0
1231371,0
1098576,0
1868489,0
497582,0
625050,0
1530964,0
1856261,0
1596635,0
286563,0
1400676,0
1432531,0
1067548,0
970273,0
1667598,0
406450,0
1282699,0
1220889,0
1689911,0
1529696,0
65146,0
667353,0
674605,0
1015934,0
105780,0
651141,0
955556,0
1998335,0
1016629,0
452048,0
1771318,0
50955,0
1725751,0
240315,0
1918715,0
383945,0
1161368,0
621364,0
1769733,0
21906,0
874825,0
165084,0
898771,0
1668786,0
974483,0
376168,0
1004745,0
1842206,0
206635,0
1371972,0
342600,0
730500,0
841391,0
1495774,0
1290698,0
157341,0
674145,0
656887,0
548196,0
328999,0
1419307,0
1090755,0
1245943,0
721242,0
168820,0
1162780,0
1527913,0
341729,0
212811,0
1171978,0
1604193,0
677550,0
183731,0
1685634,0
599645,0
1287637,0
689601,0
554908,0
318889,0
300040,0
561741,0
1859869,0
1598884,0
1799499,0
1406378,0
785153,0
105160,0
1203723,0
133632,0
1544288,0
1399990,0
1209628,0
1987340,0
1848004,0
269020,0
1624733,0
1633057,0
1238795,0
338362,0
407537,0
1365596,0
1840215,0
134273,0
892567,0
1922101,0
1733621,0
3719,0
1302402,0
1352092,0
1137539,0
417970,0
273661,0
184362,0
1109644,0
610632,0
8588,0
1118269,0
965590,0
472741,0
820514,0
1734394,0
824706,0
1575607,0
1233,0
1519823,0
1366030,0
423797,0
618021,0
438282,0
1410360,0
1754425,0
529400,0
742795,0
1946416,0
330790,0
1380507,0
1600174,0
1422044,0
394765,0
613570,0
1406247,0
1776653,0
1253537,0
1170244,0
1095753,0
414573,0
1507692,0
1001123,0
798104,0
1436347,0
1215424,0
882887,0
644884,0
660158,0
1378333,0
1439801,0
800992,0
282687,0
337629,0
150827,0
1561546,0
1395001,0
1722207,0
945694,0
571036,0
913602,0
1208869,0
1487906,0
1490294,0
234125,0
1542039,0
285675,0
1969805,0
1367329,0
453726,0
400579,0
204612,0
40768,0
272739,0
352502,0
1394940,0
840761,0
495560,0
1199223,0
1834463,0
1707107,0
701801,0
321417,0
1058861,0
1084924,0
980238,0
1924429,0
142212,0
48819,0
1110582,0
1661210,0
1593865,0
1849046,0
954335,0
897943,0
924638,0
380268,0
1461328,0
1384137,0
1180633,0
644725,0
873971,0
1460652,0
1226197,0
173356,0
1665533,0
1983571,0
1313936,0
667525,0
835052,0
1492412,0
919829,0
1079212,0
100748,0
1274075,0
25920,0
1970005,0
941898,0
1221639,0
757415,0
1472770,0
58308,0
920118,0
1990151,0
1343371,0
315219,0
1025552,0
1143472,0
714226,0
1551634,0
422741,0
1790056,0
1984292,0
1099215,0
239687,0
1198691,0
1437939,0
17342,0
1673981,0
1703083,0
65585,0
1168196,0
1505341,0
636086,0
1916943,0
312562,0
671849,0
490337,0
1935887,0
1987498,0
1337470,0
1834103,0
1861751,0
315778,0
